Category,Level1,Level3,Level2,Level4,Year,Total
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",2. Водное хозяйство,234. Министерство охраны окружающей среды Республики Казахстан,37. Капитальный ремонт и восстановление особо аварийных участков межхозяйственных каналов и гидромелиоративных сооружений,2013,1123.987476,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",2. Водное хозяйство,234. Министерство охраны окружающей среды Республики Казахстан,"38. Регулирование использования и охраны водного фонда, обеспечение функционирования водохозяйственных систем и сооружений",2013,7395.1362609999996,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",3. Лесное хозяйство,234. Министерство охраны окружающей среды Республики Казахстан,26. Целевые текущие трансферты бюджету Акмолинской области на создание лесонасаждений вдоль автомобильной дороги «Астана-Щучинск» на участках «Шортанды-Щучинск»,2013,291.66899999999998,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",3. Лесное хозяйство,234. Министерство охраны окружающей среды Республики Казахстан,27. Сохранение лесов и увеличение лесистости территории республики,2013,897.33270900000002,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",3. Лесное хозяйство,234. Министерство охраны окружающей среды Республики Казахстан,"31. Управление лесным хозяйством, обеспечение сохранения и развития лесных ресурсов и животного мира",2013,13000.207630000001,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",5. Охрана окружающей среды,234. Министерство охраны окружающей среды Республики Казахстан,"1. Услуги по сохранению, восстановлению и улучшению качества окружающей среды, обеспечению перехода Республики Казахстан к устойчивому развитию",2013,4166.1596730000001,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",5. Охрана окружающей среды,234. Министерство охраны окружающей среды Республики Казахстан,3. Научные исследования в области охраны окружающей среды и природопользования,2013,187.22464099999999,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",5. Охрана окружающей среды,234. Министерство охраны окружающей среды Республики Казахстан,4. Строительство и реконструкция объектов охраны окружающей среды,2013,701.34,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",5. Охрана окружающей среды,234. Министерство охраны окружающей среды Республики Казахстан,8. Проведение наблюдений за состоянием окружающей среды,2013,1197.4329069999999,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",5. Охрана окружающей среды,234. Министерство охраны окружающей среды Республики Казахстан,"9. Целевые трансферты на развитие областным бюджетам, бюджетам городов Астаны и Алматы на строительство и реконструкцию объектов охраны окружающей среды",2013,710.80100000000004,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",5. Охрана окружающей среды,234. Министерство охраны окружающей среды Республики Казахстан,10. Капитальные расходы Министерства охраны окружающей среды Республики Казахстан,2013,93.211583000000005,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",5. Охрана окружающей среды,234. Министерство охраны окружающей среды Республики Казахстан,12. Ликвидация «исторических» загрязнений,2013,102.639822,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",5. Охрана окружающей среды,234. Министерство охраны окружающей среды Республики Казахстан,14. Модернизация гидрометеорологической службы,2013,657.08539099999996,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",5. Охрана окружающей среды,234. Министерство охраны окружающей среды Республики Казахстан,18. Капитальные расходы подведомственных государственных учреждений и организаций Министерства охраны окружающей среды Республики Казахстан,2013,42.652264000000002,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",5. Охрана окружающей среды,234. Министерство охраны окружающей среды Республики Казахстан,19. Содействие Республике Казахстан в усилении межрегионального сотрудничества для продвижения «Зеленого роста» и реализации Астанинской Инициативы,2013,29.6,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",5. Охрана окружающей среды,234. Министерство охраны окружающей среды Республики Казахстан,20. Уничтожение отходов содержащих СОЗ (стойкие органические загрязнители) в Казахстане,2013,5.625,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",5. Охрана окружающей среды,234. Министерство охраны окружающей среды Республики Казахстан,22. Очистка природной среды от техногенного загрязнения,2013,519.10995600000001,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",5. Охрана окружающей среды,234. Министерство охраны окружающей среды Республики Казахстан,"24. Целевые текущие трансферты областным бюджетам, бюджетам городов Астаны и Алматы на реализацию природоохранных мероприятий",2013,22.681999999999999,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",5. Охрана окружающей среды,234. Министерство охраны окружающей среды Республики Казахстан,36. Реабилитация и управление окружающей средой бассейна рек Нура и Ишим,2013,348.936577,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",5. Охрана окружающей среды,234. Министерство охраны окружающей среды Республики Казахстан,39. Сохранение и воспроизводство рыбных ресурсов и других водных животных,2013,731.53940299999999,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",5. Охрана окружающей среды,234. Министерство охраны окружающей среды Республики Казахстан,101. Проведение мероприятий за счет средств на представительские затраты,2013,37.928510000000003,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",5. Охрана окружающей среды,694. Управление делами Президента Республики Казахстан,"7. Охрана, защита, воспроизводство лесов и животного мира",2013,477.577,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",6. Земельные отношения,214. Министерство регионального развития Республики Казахстан,19. Формирование сведений государственного земельного кадастра,2013,2786.7666979999999,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",6. Земельные отношения,214. Министерство регионального развития Республики Казахстан,20. Обеспечение топографо - геодезической и картографической продукцией и ее хранение,2013,2332.7624559999999,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения",6. Земельные отношения,234. Министерство охраны окружающей среды Республики Казахстан,30. Целевые текущие трансферты бюджету Акмолинской области на возмещение убытков землепользователей или собственникам земельных участков при принудительном отчуждении земельных участков для создания зеленой зоны города Астаны,2013,324.77499999999998,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения","9. Прочие услуги в области сельского, водного, лесного, рыбного хозяйства, охраны окружающей среды и земельных отношений",212. Министерство сельского хозяйства Республики Казахстан,"1. Планирование, регулирование, управление в сфере сельского хозяйства, природопользования и использования земельных ресурсов",2013,10706.140324,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения","9. Прочие услуги в области сельского, водного, лесного, рыбного хозяйства, охраны окружающей среды и земельных отношений",212. Министерство сельского хозяйства Республики Казахстан,"9. Целевые текущие трансферты областным бюджетам, бюджетам городов Астаны и Алматы на проведение противоэпизоотических мероприятий",2013,11090.152797999999,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения","9. Прочие услуги в области сельского, водного, лесного, рыбного хозяйства, охраны окружающей среды и земельных отношений",212. Министерство сельского хозяйства Республики Казахстан,74. Капитальные расходы Министерства сельского хозяйства Республики Казахстан,2013,279.54578199999997,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения","9. Прочие услуги в области сельского, водного, лесного, рыбного хозяйства, охраны окружающей среды и земельных отношений",212. Министерство сельского хозяйства Республики Казахстан,77. Погашение налоговой и иной задолженности,2013,5.8404170000000004,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения","9. Прочие услуги в области сельского, водного, лесного, рыбного хозяйства, охраны окружающей среды и земельных отношений",212. Министерство сельского хозяйства Республики Казахстан,101. Проведение мероприятий за счет средств на представительские затраты,2013,49.126899000000002,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения","9. Прочие услуги в области сельского, водного, лесного, рыбного хозяйства, охраны окружающей среды и земельных отношений",212. Министерство сельского хозяйства Республики Казахстан,"200. Развитие электронного информационного ресурса, системы и информационно-коммуникационной сети в едином информационном пространстве",2013,212.73844099999999,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения","9. Прочие услуги в области сельского, водного, лесного, рыбного хозяйства, охраны окружающей среды и земельных отношений",212. Министерство сельского хозяйства Республики Казахстан,201. Капитальные расходы подведомственных государственных учреждений и организаций Министерства сельского хозяйства Республики Казахстан,2013,2192.8750060000002,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения","9. Прочие услуги в области сельского, водного, лесного, рыбного хозяйства, охраны окружающей среды и земельных отношений",212. Министерство сельского хозяйства Республики Казахстан,216. Ветеринарные мероприятия и обеспечение пищевой безопасности,2013,15194.285393,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения","9. Прочие услуги в области сельского, водного, лесного, рыбного хозяйства, охраны окружающей среды и земельных отношений",212. Министерство сельского хозяйства Республики Казахстан,"217. Целевые текущие трансферты областным бюджетам, бюджетам городов Астаны и Алматы на материально-техническое оснащение государственных ветеринарных организаций",2013,9646.7880000000005,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения","9. Прочие услуги в области сельского, водного, лесного, рыбного хозяйства, охраны окружающей среды и земельных отношений",212. Министерство сельского хозяйства Республики Казахстан,220. Строительство объектов в сфере ветеринарии,2013,4758.2019330000003,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения","9. Прочие услуги в области сельского, водного, лесного, рыбного хозяйства, охраны окружающей среды и земельных отношений",234. Министерство охраны окружающей среды Республики Казахстан,28. Разработка и внедрение информационной системы по мониторингу биоразнообразия в пилотных особо охраняемых природных территориях Республики Казахстан,2013,89.228999999999999,
2. ЗАТРАТЫ,"10. Сельское, водное, лесное, рыбное хозяйство, особо охраняемые природные территории, охрана окружающей среды и животного мира, земельные отношения","9. Прочие услуги в области сельского, водного, лесного, рыбного хозяйства, охраны окружающей среды и земельных отношений",234. Министерство охраны окружающей среды Республики Казахстан,32. Строительство и реконструкция объектов инфраструктуры лесного хозяйства и особо охраняемых природных территорий,2013,49.558382000000002,
2. ЗАТРАТЫ,"11. Промышленность, архитектурная, градостроительная и строительная деятельность",1. Промышленность,231. Министерство нефти и газа Республики Казахстан,"22. Услуги по привлечению инвестиций, функционированию и развитию специальной экономической зоны «Национальный индустриальный нефтехимический технопарк»",2013,61.175519999999999,
2. ЗАТРАТЫ,"11. Промышленность, архитектурная, градостроительная и строительная деятельность",1. Промышленность,233. Министерство индустрии и новых технологий Республики Казахстан,6. Прикладные научные исследования технологического характера,2013,5089.8509999999997,
2. ЗАТРАТЫ,"11. Промышленность, архитектурная, градостроительная и строительная деятельность","2. Архитектурная, градостроительная и строительная деятельность",214. Министерство регионального развития Республики Казахстан,"21. Совершенствование нормативно-технических документов в сфере архитектурной, градостроительной и строительной деятельности",2013,4068.2429959999999,
2. ЗАТРАТЫ,"11. Промышленность, архитектурная, градостроительная и строительная деятельность","2. Архитектурная, градостроительная и строительная деятельность",214. Министерство регионального развития Республики Казахстан,24. Прикладные научные исследования в области строительства,2013,50,
2. ЗАТРАТЫ,"11. Промышленность, архитектурная, градостроительная и строительная деятельность","9. Прочие услуги в сфере промышленности, архитектурной, градостроительной и строительной деятельности",233. Министерство индустрии и новых технологий Республики Казахстан,8. Обеспечение хранения информации,2013,364.316461,
2. ЗАТРАТЫ,"11. Промышленность, архитектурная, градостроительная и строительная деятельность","9. Прочие услуги в сфере промышленности, архитектурной, градостроительной и строительной деятельности",233. Министерство индустрии и новых технологий Республики Казахстан,"11. Поддержка создания новых, модернизация и оздоровление действующих производств в рамках направления «Производительность-2020»",2013,134.05000000000001,
2. ЗАТРАТЫ,"11. Промышленность, архитектурная, градостроительная и строительная деятельность","9. Прочие услуги в сфере промышленности, архитектурной, градостроительной и строительной деятельности",233. Министерство индустрии и новых технологий Республики Казахстан,"15. Целевые трансферты на развитие областным бюджетам, бюджетам городов Астаны и Алматы для развития индустриально-инновационной инфраструктуры в рамках направления «Инвестор - 2020»",2013,5466,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,1. Автомобильный транспорт,215. Министерство транспорта и коммуникаций Республики Казахстан,2. Развитие автомобильных дорог на республиканском уровне,2013,200260.35097999999,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,1. Автомобильный транспорт,215. Министерство транспорта и коммуникаций Республики Казахстан,"3. Капитальный, средний и текущий ремонт, содержание, озеленение, диагностика и инструментальное обследование автодорог республиканского значения",2013,28798.474621000001,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,1. Автомобильный транспорт,215. Министерство транспорта и коммуникаций Республики Казахстан,"12. Целевые текущие трансферты областным бюджетам, бюджетам городов Астаны и Алматы на капитальный и средний ремонт автомобильных дорог областного, районного значения и улиц населенных пунктов",2013,20400.738000000001,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,1. Автомобильный транспорт,215. Министерство транспорта и коммуникаций Республики Казахстан,16. Обеспечение качества выполнения дорожно-строительных и ремонтных работ,2013,389.06375300000002,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,1. Автомобильный транспорт,215. Министерство транспорта и коммуникаций Республики Казахстан,"28. Целевые трансферты на развитие областным бюджетам, бюджетам городов Астаны и Алматы на развитие транспортной инфраструктуры",2013,72793.048999999999,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,1. Автомобильный транспорт,215. Министерство транспорта и коммуникаций Республики Казахстан,49. Подготовка и сопровождение концессионного проекта строительства «Большая Алматинская кольцевая автомобильная дорога»,2013,254.96559500000001,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,1. Автомобильный транспорт,215. Министерство транспорта и коммуникаций Республики Казахстан,"51. Услуги по организации работ по строительству, реконструкции, ремонту и содержанию автомобильных дорог",2013,585.73462900000004,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,2. Системы связи,215. Министерство транспорта и коммуникаций Республики Казахстан,29. Субсидирование убытков операторов сельской связи по предоставлению универсальных услуг связи,2013,5028.5839999999998,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,2. Системы связи,215. Министерство транспорта и коммуникаций Республики Казахстан,37. Услуги по обучению населения в рамках «Электронного правительства»,2013,222.5438,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,2. Системы связи,215. Министерство транспорта и коммуникаций Республики Казахстан,38. Техническое сопровождение системы мониторинга радиочастотного спектра и радиоэлектронных средств,2013,313.93873300000001,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,3. Водный транспорт,215. Министерство транспорта и коммуникаций Республики Казахстан,5. Обеспечение водных путей в судоходном состоянии и содержание шлюзов,2013,5120.8153329999996,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,3. Водный транспорт,215. Министерство транспорта и коммуникаций Республики Казахстан,14. Обеспечение классификации и технической безопасности судов внутреннего водного плавания «река-море»,2013,118.607179,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,3. Водный транспорт,215. Министерство транспорта и коммуникаций Республики Казахстан,20. Строительство и реконструкция инфраструктуры водного транспорта,2013,523.32291199999997,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,4. Воздушный транспорт,215. Министерство транспорта и коммуникаций Республики Казахстан,6. Строительство и реконструкция инфраструктуры воздушного транспорта,2013,4513.0207389999996,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,4. Воздушный транспорт,215. Министерство транспорта и коммуникаций Республики Казахстан,19. Субсидирование регулярных внутренних авиаперевозок,2013,1451.816501,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,4. Воздушный транспорт,225. Министерство образования и науки Республики Казахстан,18. Обеспечение первоначальной подготовки пилотов,2013,159.19900000000001,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,5. Железнодорожный транспорт,215. Министерство транспорта и коммуникаций Республики Казахстан,9. Субсидирование железнодорожных пассажирских перевозок по социально значимым межобластным сообщениям,2013,25481.187418000001,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,9. Прочие услуги в сфере транспорта и коммуникаций,215. Министерство транспорта и коммуникаций Республики Казахстан,"1. Услуги по формированию политики, координации, контроля, развития инфраструктуры и конкурентного рынка в области транспорта, коммуникаций, связи и информатизации",2013,4187.7224910000004,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,9. Прочие услуги в сфере транспорта и коммуникаций,215. Министерство транспорта и коммуникаций Республики Казахстан,10. Прикладные научные исследования в области транспорта и коммуникаций,2013,11.999904000000001,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,9. Прочие услуги в сфере транспорта и коммуникаций,215. Министерство транспорта и коммуникаций Республики Казахстан,11. Капитальные расходы Министерства транспорта и коммуникаций Республики Казахстан,2013,443.96859499999999,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,9. Прочие услуги в сфере транспорта и коммуникаций,215. Министерство транспорта и коммуникаций Республики Казахстан,21. Разработка технических регламентов и стандартов в области транспорта и коммуникаций,2013,25.3,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,9. Прочие услуги в сфере транспорта и коммуникаций,215. Министерство транспорта и коммуникаций Республики Казахстан,30. Содержание здания административно-технологического комплекса «Transport tower»,2013,475.14954699999998,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,9. Прочие услуги в сфере транспорта и коммуникаций,215. Министерство транспорта и коммуникаций Республики Казахстан,34. Целевые текущие трансферты бюджету города Алматы на субсидирование пассажирских перевозок метрополитеном,2013,2933.277,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,9. Прочие услуги в сфере транспорта и коммуникаций,215. Министерство транспорта и коммуникаций Республики Казахстан,100. Проведение мероприятий за счет чрезвычайного резерва Правительства Республики Казахстан,2013,3.3585470000000002,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,9. Прочие услуги в сфере транспорта и коммуникаций,215. Министерство транспорта и коммуникаций Республики Казахстан,101. Проведение мероприятий за счет средств на представительские затраты,2013,43.972230000000003,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,9. Прочие услуги в сфере транспорта и коммуникаций,215. Министерство транспорта и коммуникаций Республики Казахстан,105. Разработка и экспертиза технико-экономических обоснований республиканских бюджетных инвестиционных проектов,2013,14.999957,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,9. Прочие услуги в сфере транспорта и коммуникаций,215. Министерство транспорта и коммуникаций Республики Казахстан,109. Проведение мероприятий за счет резерва Правительства Республики Казахстан на неотложные затраты,2013,872.94998599999997,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,9. Прочие услуги в сфере транспорта и коммуникаций,215. Министерство транспорта и коммуникаций Республики Казахстан,116. Трансферты другим уровням государственного управления на проведение мероприятий за счет резерва Правительства Республики Казахстан на неотложные затраты,2013,6000,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,9. Прочие услуги в сфере транспорта и коммуникаций,601. Национальное космическое агентство Республики Казахстан,"1. Услуги по формированию политики, координации и контроля в области космической деятельности",2013,303.11315300000001,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,9. Прочие услуги в сфере транспорта и коммуникаций,601. Национальное космическое агентство Республики Казахстан,2. Прикладные научные исследования в области космической деятельности,2013,1010,
2. ЗАТРАТЫ,12. Транспорт и коммуникации,9. Прочие услуги в сфере транспорта и коммуникаций,601. Национальное космическое агентство Республики Казахстан,"4. Организация утилизации, рекультивации и ремонта объектов комплекса «Байконур», не входящих в состав арендуемых Российской Федерации",2013,170.500473,
